,tagid,survey_name,SPPA_1,SPPA_10,SPPA_11,SPPA_12,SPPA_13,SPPA_14,SPPA_15,SPPA_16,SPPA_17,SPPA_18,SPPA_19,SPPA_2,SPPA_20,SPPA_21,SPPA_22,SPPA_23,SPPA_24,SPPA_25,SPPA_26,SPPA_27,SPPA_28,SPPA_29,SPPA_3,SPPA_30,SPPA_31,SPPA_32,SPPA_33,SPPA_34,SPPA_35,SPPA_36,SPPA_37,SPPA_38,SPPA_39,SPPA_4,SPPA_40,SPPA_41,SPPA_42,SPPA_43,SPPA_44,SPPA_45,SPPA_46,SPPA_47,SPPA_48,SPPA_49,SPPA_5,SPPA_50,SPPA_51,SPPA_52,SPPA_53,SPPA_54,SPPA_55,SPPA_56,SPPA_57,SPPA_58,SPPA_59,SPPA_6,SPPA_60,SPPA_61,SPPA_62,SPPA_63,SPPA_64,SPPA_65,SPPA_66,SPPA_67,SPPA_68,SPPA_69,SPPA_7,SPPA_70,SPPA_71,SPPA_8,SPPA_9,SPPA_RA_72,SPPA_RA_73,SPPA_RA_74,SPPA_RA_75,SPPA_RA_76,SPPA_RA_77,SPPA_RA_78,SPPA_RA_79,SPPA_RA_80,survey_type,survey_date,ha1,ha2,ha3,ha4,ha6,ha7,ha8,ha9,ha10,ha11,ha12,ha13,ha15,ha16,ha17,ha18,ha19,ha20,ha21,ha22,ha24,ha25,ha26,ha27,ha28,ha29,ha30,ha31,ha33,ha34,ha35,ha36,ha37,ha38,ha39,ha40,ha42,ha43,ha44,ha45,SC_W1,SPPA_socialcomp_total,SPPA_athleticcomp_total,SPPA_physicalappear_total,SPPA_romanticappeal_total,SPPA_behavconduct_total,SPPA_closefriend_total,SPPA_globalselfworth_total,SPPA_scholasticcomp_mean,SPPA_socialcomp_mean,SPPA_athleticcomp_mean,SPPA_physicalappear_mean,SPPA_romanticappeal_mean,SPPA_behavconduct_mean,SPPA_closefriend_mean,SPPA_globalselfworth_mean,SPPA_scholasticcomp_N,SPPA_scholasticcomp_missing,SPPA_scholasticcomp_missing_perc,SPPA_socialcomp_N,SPPA_socialcomp_missing,SPPA_socialcomp_missing_perc,SPPA_athleticcomp_N,SPPA_athleticcomp_missing,SPPA_athleticcomp_missing_perc,SPPA_physicalappear_N,SPPA_physicalappear_missing,SPPA_physicalappear_missing_perc,SPPA_romanticappeal_N,SPPA_romanticappeal_missing,SPPA_romanticappeal_missing_perc,SPPA_behavconduct_N,SPPA_behavconduct_missing,SPPA_behavconduct_missing_perc,SPPA_closefriend_N,SPPA_closefriend_missing,SPPA_closefriend_missing_perc,SPPA_globalselfworth_N,SPPA_globalselfworth_missing,SPPA_globalselfworth_missing_perc,wave
128,TAG220,TAG - W1 Home Qs - Current V4,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,7/2/17,4,4,1,4,NA,4,4,4,4,4,2,4,NA,4,4,4,4,1,2,4,NA,4,4,4,4,4,3,3,NA,4,4,4,4,4,2,3,NA,4,4,4,20,17,10,18,NA,20,20,20,4,3.4,2,3.6,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
129,TAG223,TAG - W1 Home Qs - Current V4,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,9/24/17,4,4,3,3,NA,4,4,3,4,3,4,3,NA,4,3,3,4,4,4,3,NA,4,3,3,3,4,4,3,NA,3,3,4,4,4,3,3,NA,4,3,3,19,19,18,15,NA,19,16,16,3.8,3.8,3.6,3,NA,3.8,3.2,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
130,TAG224,TAG - W1 Home Qs - Current V4,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,8/29/17,2,3,1,4,NA,1,2,4,2,1,1,4,NA,4,1,4,4,2,1,4,NA,4,1,4,2,3,3,3,NA,4,2,4,3,2,2,4,NA,4,2,4,13,11,8,19,NA,17,8,20,2.6,2.2,1.6,3.8,NA,3.4,1.6,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
131,TAG225,TAG - W1 Home Qs - Current - V4 IN LAB,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,12/21/17,3,1,2,2,NA,4,3,2,1,1,3,4,NA,4,4,4,4,1,3,3,NA,4,4,3,1,2,4,3,NA,4,2,4,3,1,3,3,NA,4,4,4,12,6,15,15,NA,20,17,17,2.4,1.2,3,3,NA,4,3.4,3.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
132,TAG232,TAG - W1 Home Qs - Current V4,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,2/22/18,3,4,3,4,NA,4,4,4,4,4,4,4,NA,4,4,4,4,4,3,4,NA,4,4,4,4,4,4,4,NA,4,4,4,4,3,3,4,NA,3,4,4,19,19,17,20,NA,19,20,20,3.8,3.8,3.4,4,NA,3.8,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
133,TAG233,TAG - W1 Home Qs - Current V4,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/27/18,4,2,4,4,NA,4,2,4,4,2,3,4,NA,3,3,4,4,2,3,4,NA,3,2,4,3,2,3,4,NA,4,2,4,4,3,4,4,NA,4,2,4,19,11,17,20,NA,18,11,20,3.8,2.2,3.4,4,NA,3.6,2.2,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
134,TAG238,TAG - W1 Home Qs - Current V4,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,1/14/18,3,3,3,2,NA,2,3,3,4,3,3,3,NA,1,1,3,4,3,3,2,NA,2,3,3,4,3,3,3,NA,2,3,3,4,3,4,3,NA,3,3,3,19,15,16,13,NA,10,13,15,3.8,3,3.2,2.6,NA,2,2.6,3,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
135,TAG240,TAG - W1 Home Qs - Current V4,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,1/6/18,3,4,2,2,NA,4,4,4,4,4,2,4,NA,4,4,4,4,4,2,4,NA,4,4,4,4,4,3,4,NA,4,4,4,4,1,2,3,NA,4,4,4,19,17,11,17,NA,20,20,20,3.8,3.4,2.2,3.4,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
136,TAG243,TAG - W1 Home Qs - Current V4,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,1/3/18,4,4,4,4,NA,4,4,3,3,4,4,4,NA,4,4,4,4,4,3,4,NA,4,4,4,3,4,3,4,NA,4,4,4,4,3,4,3,NA,4,3,4,18,19,18,19,NA,20,19,19,3.6,3.8,3.6,3.8,NA,4,3.8,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
137,TAG244,TAG - W1 Home Qs - Current V4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,2/5/18,3,2,3,3,NA,3,3,2,2,3,3,4,NA,3,2,3,3,3,2,4,NA,3,3,4,2,2,2,3,NA,4,2,3,3,2,2,3,NA,3,2,3,13,12,12,17,NA,16,12,15,2.6,2.4,2.4,3.4,NA,3.2,2.4,3,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
138,TAG247,TAG - W1 Home Qs - Current V4,1,1,1,2,2,1,2,2,1,NA,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,1/13/18,3,4,3,4,NA,2,4,3,4,NA,3,4,NA,3,4,4,4,2,2,4,NA,4,4,4,4,3,4,3,NA,3,2,4,2,3,3,4,NA,2,2,3,17,NA,15,19,NA,14,16,18,3.4,3,3,3.8,NA,2.8,3.2,3.6,5,0,0,5,1,20,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
139,TAG250,TAG - W1 Home Qs - Current V4,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,1,2,NA,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/2/18,4,4,3,3,NA,3,3,4,3,2,3,4,NA,3,NA,4,3,4,3,4,NA,3,4,4,3,3,2,3,NA,3,4,4,3,3,3,4,NA,3,3,4,16,16,14,18,NA,15,NA,20,3.2,3.2,2.8,3.6,NA,3,3.5,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,1,20,5,0,0,W1
140,TAG252,TAG - W1 Home Qs - Current V4,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,12/29/17,4,1,3,4,NA,4,1,2,4,2,1,4,NA,2,1,2,4,4,3,4,NA,4,1,3,4,2,2,4,NA,4,1,4,4,2,3,4,NA,4,1,4,20,11,12,20,NA,18,5,15,4,2.2,2.4,4,NA,3.6,1,3,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
141,TAG253,TAG - W1 Home Qs - Current V4,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/13/18,4,4,4,4,NA,4,4,4,4,4,4,4,NA,4,1,4,4,4,4,4,NA,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,NA,4,4,4,20,20,20,20,NA,20,17,20,4,4,4,4,NA,4,3.4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
142,TAG257,TAG - W1 Home Qs - Current V4,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,3/6/18,4,3,2,4,NA,2,2,4,2,1,4,2,NA,1,1,4,2,3,4,4,NA,3,1,4,1,3,4,4,NA,3,1,4,4,1,4,4,NA,4,1,4,13,11,18,18,NA,13,6,20,2.6,2.2,3.6,3.6,NA,2.6,1.2,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
143,TAG261,TAG - W1 Home Qs - Current V4,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,2/23/18,3,1,1,3,NA,4,3,3,4,1,2,4,NA,3,2,4,3,2,1,3,NA,4,1,4,3,1,2,3,NA,1,1,4,3,1,1,3,NA,4,2,3,16,6,7,16,NA,16,9,18,3.2,1.2,1.4,3.2,NA,3.2,1.8,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
144,TAG266,TAG - W1 Home Qs - Current V4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,2/19/18,4,1,4,4,NA,4,1,4,4,1,4,4,NA,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,NA,4,4,4,4,3,4,4,NA,4,4,4,20,13,20,20,NA,20,17,20,4,2.6,4,4,NA,4,3.4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0,W1
